"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / Condition","Google Shopping / Custom Product","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Status","Collection","Custom Sort Order","Global Sort Order","Source Category Order","Source Product URL","Metafield: custom.source_image_url [url]"
"box-com-1000-envelopes-de-figurinhas-fifa-world-cup-2026","Box com 1000 Envelopes de Figurinhas FIFA World Cup 2026™","<p>Box premium com 1000 envelopes de figurinhas da Copa do Mundo FIFA 2026™. Total de 7000 figurinhas. Para o revendedor dedicado.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-003, ordem-global-0011, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","5","deny","manual","2190.00","","TRUE","TRUE","","assets/products/box-com-1000-envelopes-de-figurinhas-fifa-world-cup-2026.jpg","1","Box com 1000 Envelopes de Figurinhas FIFA World Cup 2026™","FALSE","Box com 1000 Envelopes de Figurinhas FIFA World Cup 2026™","Box premium com 1000 envelopes de figurinhas da Copa do Mundo FIFA 2026™. Total de 7000 figurinhas. Para o revendedor dedicado.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/box-com-1000-envelopes-de-figurinhas-fifa-world-cup-2026.jpg","kg","","","active","Kits","003","0011","04 - Kits","https://paninoficial.com/produto/box-1000-pacotes-figurinhas-fifa-world-cup-2026","assets/products/box-com-1000-envelopes-de-figurinhas-fifa-world-cup-2026.jpg"
"copa-do-mundo-da-fifa-2026-box-caixa-super-premium-c-1-album-capa-dura-prata-50-envelopes-de-figurinhas-fifa-world-cup-2026","Copa do Mundo da FIFA 2026™ Box Caixa Super Premium C/ 1 Álbum Capa Dura Prata + 50 Envelopes de Figurinhas FIFA WORLD CUP 2026™","<p>As emoções do maior espetáculo esportivo do mundo eternizadas no maior álbum de figurinhas de todos os tempos! Uma coleção completa, com todas as seleções classificadas, cromos especiais e todos os detalhes para você acompanhar de pertinho a disputa pela taça da FIFA World Cup 2026™! O álbum tem 980 cromos, sendo 68 deles especiais, e contempla as 48 seleções que participam do Mundial de 2026, que acontece entre junho e julho no México, nos Estados Unidos e no Canadá.</p> <h3>Ficha Técnica</h3> <p>Álbum capa dura formato fechado: 232 x 27 mm, 112 páginas + capa / Miolo e capa: 4 cores ou versão com acabamento metalizado (Ouro ou Prata) 980 cromos formato 49 x 65 mm (912 em couché, 68 especiais em papel metalizado). Envelopes no formato 80 x 100 mm com 7 cromos.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-004, ordem-global-0012, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","12","deny","manual","329.90","","TRUE","TRUE","","assets/products/copa-do-mundo-da-fifa-2026-box-caixa-super-premium-c-1-album-capa-dura-prata-50-envelopes-de-figurinhas-fifa-world-cup-2026.jpg","1","Copa do Mundo da FIFA 2026™ Box Caixa Super Premium C/ 1 Álbum Capa Dura Prata + 50 Envelopes de Figurinhas FIFA WORLD CUP 2026™","FALSE","Copa do Mundo da FIFA 2026™ Box Caixa Super Premium C/ 1 Álbum Capa Dura Prata + 50 Envelopes de Figurinhas FIFA WORLD CUP 2026™","As emoções do maior espetáculo esportivo do mundo eternizadas no maior álbum de figurinhas de todos os tempos! Uma coleção completa, com todas as seleções classificadas, cromos especiais e todos os detalhes para você acompanhar de pertinho a disputa pela taça da FIFA World Cup 2026™! O álbum tem 980 cromos, sendo 68...","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/copa-do-mundo-da-fifa-2026-box-caixa-super-premium-c-1-album-capa-dura-prata-50-envelopes-de-figurinhas-fifa-world-cup-2026.jpg","kg","","","active","Kits","004","0012","04 - Kits","https://paninoficial.com/produto/Mundo-2026TM-Premium-Envelopes-Figurinhas2","assets/products/copa-do-mundo-da-fifa-2026-box-caixa-super-premium-c-1-album-capa-dura-prata-50-envelopes-de-figurinhas-fifa-world-cup-2026.jpg"
"kit-familia-fifa-world-cup-2026-2-albuns-200-figurinhas","Kit Família FIFA World Cup 2026™ - 2 Álbuns + 200 Figurinhas","<p>Kit família com 2 álbuns oficiais + 40 pacotes de figurinhas (280 cromos). Perfeito para colecionar em família.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-005, ordem-global-0013, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","10","deny","manual","229.90","","TRUE","TRUE","","assets/products/kit-familia-fifa-world-cup-2026-2-albuns-200-figurinhas.jpg","1","Kit Família FIFA World Cup 2026™ - 2 Álbuns + 200 Figurinhas","FALSE","Kit Família FIFA World Cup 2026™ - 2 Álbuns + 200 Figurinhas","Kit família com 2 álbuns oficiais + 40 pacotes de figurinhas (280 cromos). Perfeito para colecionar em família.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/kit-familia-fifa-world-cup-2026-2-albuns-200-figurinhas.jpg","kg","","","active","Kits","005","0013","04 - Kits","https://paninoficial.com/produto/kit-familia-2-albums-200-figurinhas-fifa-2026","assets/products/kit-familia-fifa-world-cup-2026-2-albuns-200-figurinhas.jpg"
"copa-do-mundo-2026-box-sacola-album-capa-cartao-30-envelopes-fifa-world-cup-2026","Copa Do Mundo 2026 - BOX Sacola - Álbum Capa Cartão + 30 Envelopes - FIFA WORLD CUP 2026™️","<p>Reviva a emoção da maior competição de futebol do mundo com o box oficial da Copa do Mundo FIFA 2026™️ da Panini. Este kit é perfeito para quem quer começar a coleção com vantagem, trazendo o álbum em capa cartão junto com 30 envelopes de figurinhas para dar os primeiros passos rumo ao álbum completo.</p> <h3>Detalhes do Produto</h3> <table> <tbody> <tr><th>Referência</th><td>005460SPKBR30</td></tr> <tr><th>Ano de publicação</th><td>2026</td></tr> <tr><th>Mês</th><td>Abril</td></tr> <tr><th>Quantidade de páginas</th><td>0</td></tr> <tr><th>Encadernação</th><td>Não disponível</td></tr> <tr><th>Coleção</th><td>WORLD CUP 2026</td></tr> <tr><th>Classificação etária</th><td>3 anos</td></tr> </tbody> </table>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-006, ordem-global-0014, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","23","deny","manual","164.90","","TRUE","TRUE","","assets/products/copa-do-mundo-2026-box-sacola-album-capa-cartao-30-envelopes-fifa-world-cup-2026.jpg","1","Copa Do Mundo 2026 - BOX Sacola - Álbum Capa Cartão + 30 Envelopes - FIFA WORLD CUP 2026™️","FALSE","Copa Do Mundo 2026 - BOX Sacola - Álbum Capa Cartão + 30 Envelopes - FIFA WORLD CUP 2026™️","Reviva a emoção da maior competição de futebol do mundo com o box oficial da Copa do Mundo FIFA 2026™️ da Panini. Este kit é perfeito para quem quer começar a coleção com vantagem, trazendo o álbum em capa cartão junto com 30 envelopes de figurinhas para dar os primeiros passos rumo ao álbum completo.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/copa-do-mundo-2026-box-sacola-album-capa-cartao-30-envelopes-fifa-world-cup-2026.jpg","kg","","","active","Kits","006","0014","04 - Kits","https://paninoficial.com/produto/copa-do-mundo-2026-box-sacola-album-capa-cartao-30-envelopes-fifa-world-cup-2026tm","assets/products/copa-do-mundo-2026-box-sacola-album-capa-cartao-30-envelopes-fifa-world-cup-2026.jpg"
"copa-do-mundo-2026-100-envelopes-com-700-figurinhas-com-dispenser","Copa do Mundo 2026 - 100 Envelopes Com 700 Figurinhas com Dispenser","<p>Cada pacote PANINI FIFA World Cup 2026 é uma surpresa deliciosa. Este kit Inclui 700 figurinhas oficiais que podem ajudar você a completar seu álbum com jogadores, escudos das seleções e momentos inesquecíveis do torneio. Abrir o pacote é como reviver a emoção da Copa do Mundo e compartilhar sua paixão pelo futebol com a família e os amigos. Perfeito para começar sua coleção ou adicionar peças exclusivas.</p> <h3>Detalhes do Produto</h3> <table> <tbody> <tr><th>ISBN</th><td>7897653549177</td></tr> <tr><th>Idioma</th><td>Português</td></tr> <tr><th>Encadernação</th><td>SA</td></tr> <tr><th>Quantidade de páginas</th><td>100</td></tr> <tr><th>Edição</th><td>1</td></tr> <tr><th>Dimensões</th><td>1 x 20 x 27 cm</td></tr> <tr><th>Peso</th><td>1.8 kg</td></tr> </tbody> </table>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-007, ordem-global-0015, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","1800","shopify","16","deny","manual","649.99","","TRUE","TRUE","","assets/products/copa-do-mundo-2026-100-envelopes-com-700-figurinhas-com-dispenser.png","1","Copa do Mundo 2026 - 100 Envelopes Com 700 Figurinhas com Dispenser","FALSE","Copa do Mundo 2026 - 100 Envelopes Com 700 Figurinhas com Dispenser","Cada pacote PANINI FIFA World Cup 2026 é uma surpresa deliciosa. Este kit Inclui 700 figurinhas oficiais que podem ajudar você a completar seu álbum com jogadores, escudos das seleções e momentos inesquecíveis do torneio. Abrir o pacote é como reviver a emoção da Copa do Mundo e compartilhar sua paixão pelo futebol...","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/copa-do-mundo-2026-100-envelopes-com-700-figurinhas-com-dispenser.png","kg","","","active","Kits","007","0015","04 - Kits","https://paninoficial.com/produto/copa-do-mundo-2026-100-envelopes-com-700-figurinhas-com-dispenser-panini","assets/products/copa-do-mundo-2026-100-envelopes-com-700-figurinhas-com-dispenser.png"
"adrenalyn-xl-fifa-world-cup-2026-mega-tin","Adrenalyn XL™ FIFA World Cup 2026™ - Mega Tin","<p>Mega Tin exclusiva Adrenalyn XL™ da Copa do Mundo FIFA 2026™. Inclui 60 cards, 1 card Mega Limited Edition, 1 card Top Master e lata colecionável.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Card","categoria-cards, colecao-cards, ordem-categoria-03, ordem-produto-001, ordem-global-0016, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","32","deny","manual","89.90","","TRUE","TRUE","","assets/products/adrenalyn-xl-fifa-world-cup-2026-mega-tin.jpg","1","Adrenalyn XL™ FIFA World Cup 2026™ - Mega Tin","FALSE","Adrenalyn XL™ FIFA World Cup 2026™ - Mega Tin","Mega Tin exclusiva Adrenalyn XL™ da Copa do Mundo FIFA 2026™. Inclui 60 cards, 1 card Mega Limited Edition, 1 card Top Master e lata colecionável.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/adrenalyn-xl-fifa-world-cup-2026-mega-tin.jpg","kg","","","active","Cards","001","0016","03 - Cards","https://paninoficial.com/produto/adrenalyn-xl-fifa-world-cup-2026-mega-tin","assets/products/adrenalyn-xl-fifa-world-cup-2026-mega-tin.jpg"
"adrenalyn-xl-fifa-world-cup-2026-starter-pack","Adrenalyn XL™ FIFA World Cup 2026™ - Starter Pack","<p>Starter Pack oficial Adrenalyn XL™ da Copa do Mundo FIFA 2026™. Inclui 24 cards, 1 binder exclusivo, 1 card Limited Edition e 1 card Extra.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Card","categoria-cards, colecao-cards, ordem-categoria-03, ordem-produto-002, ordem-global-0017, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","34","deny","manual","39.90","","TRUE","TRUE","","assets/products/adrenalyn-xl-fifa-world-cup-2026-starter-pack.webp","1","Adrenalyn XL™ FIFA World Cup 2026™ - Starter Pack","FALSE","Adrenalyn XL™ FIFA World Cup 2026™ - Starter Pack","Starter Pack oficial Adrenalyn XL™ da Copa do Mundo FIFA 2026™. Inclui 24 cards, 1 binder exclusivo, 1 card Limited Edition e 1 card Extra.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/adrenalyn-xl-fifa-world-cup-2026-starter-pack.webp","kg","","","active","Cards","002","0017","03 - Cards","https://paninoficial.com/produto/adrenalyn-xl-fifa-world-cup-2026-starter-pack","assets/products/adrenalyn-xl-fifa-world-cup-2026-starter-pack.webp"
"adrenalyn-xl-fifa-world-cup-2026-pacote-com-6-cards","Adrenalyn XL™ FIFA World Cup 2026™ - Pacote com 6 Cards","<p>Pacote com 6 cards oficiais Adrenalyn XL™ da Copa do Mundo FIFA 2026™. Cards aleatórios da coleção completa com mais de 500 cards.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Card","categoria-cards, colecao-cards, ordem-categoria-03, ordem-produto-003, ordem-global-0018, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","89","deny","manual","7.99","","TRUE","TRUE","","assets/products/adrenalyn-xl-fifa-world-cup-2026-pacote-com-6-cards.webp","1","Adrenalyn XL™ FIFA World Cup 2026™ - Pacote com 6 Cards","FALSE","Adrenalyn XL™ FIFA World Cup 2026™ - Pacote com 6 Cards","Pacote com 6 cards oficiais Adrenalyn XL™ da Copa do Mundo FIFA 2026™. Cards aleatórios da coleção completa com mais de 500 cards.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/adrenalyn-xl-fifa-world-cup-2026-pacote-com-6-cards.webp","kg","","","active","Cards","003","0018","03 - Cards","https://paninoficial.com/produto/adrenalyn-xl-fifa-world-cup-2026-pacote-6-cards","assets/products/adrenalyn-xl-fifa-world-cup-2026-pacote-com-6-cards.webp"
"adrenalyn-xl-fifa-world-cup-2026-display-box-36-pacotes","Adrenalyn XL™ FIFA World Cup 2026™ - Display Box (36 pacotes)","<p>Display Box oficial com 36 pacotes Adrenalyn XL™ da Copa do Mundo FIFA 2026™. Total de 216 cards. Inclui cards raros e especiais.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Card","categoria-cards, colecao-cards, ordem-categoria-03, ordem-produto-004, ordem-global-0019, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","27","deny","manual","279.90","","TRUE","TRUE","","assets/products/adrenalyn-xl-fifa-world-cup-2026-display-box-36-pacotes.jpg","1","Adrenalyn XL™ FIFA World Cup 2026™ - Display Box (36 pacotes)","FALSE","Adrenalyn XL™ FIFA World Cup 2026™ - Display Box (36 pacotes)","Display Box oficial com 36 pacotes Adrenalyn XL™ da Copa do Mundo FIFA 2026™. Total de 216 cards. Inclui cards raros e especiais.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/adrenalyn-xl-fifa-world-cup-2026-display-box-36-pacotes.jpg","kg","","","active","Cards","004","0019","03 - Cards","https://paninoficial.com/produto/adrenalyn-xl-fifa-world-cup-2026-display-box","assets/products/adrenalyn-xl-fifa-world-cup-2026-display-box-36-pacotes.jpg"
"fifa-world-cup-2026-1000-envelopes-e-100-albuns-brochura","FIFA World Cup 2026™ - 1000 Envelopes e 100 Álbuns Brochura","<p>Produtos para revenda oficial da Copa do Mundo FIFA 2026™</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-008, ordem-global-0020, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","3","deny","manual","3780.00","","TRUE","TRUE","","assets/products/fifa-world-cup-2026-1000-envelopes-e-100-albuns-brochura.jpg","1","FIFA World Cup 2026™ - 1000 Envelopes e 100 Álbuns Brochura","FALSE","FIFA World Cup 2026™ - 1000 Envelopes e 100 Álbuns Brochura","Produtos para revenda oficial da Copa do Mundo FIFA 2026™","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/fifa-world-cup-2026-1000-envelopes-e-100-albuns-brochura.jpg","kg","","","active","Kits","008","0020","04 - Kits","https://paninoficial.com/produto/album-figurinhas-fifa-world-cup-2026-revenda1","assets/products/fifa-world-cup-2026-1000-envelopes-e-100-albuns-brochura.jpg"
"revenda-1000-envelopes-30-albuns-brochura","REVENDA 1000 Envelopes + 30 Álbuns Brochura","<p>PACOTE EXCLUSIVA PARA REVENDA, COMPRA ÚNICA.</p> <p>1000 Envelopes de Figurinhas + 30 Álbuns Brochura</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-009, ordem-global-0021, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","2","deny","manual","2787.00","","TRUE","TRUE","","assets/products/revenda-1000-envelopes-30-albuns-brochura.jpg","1","REVENDA 1000 Envelopes + 30 Álbuns Brochura","FALSE","REVENDA 1000 Envelopes + 30 Álbuns Brochura","PACOTE EXCLUSIVA PARA REVENDA, COMPRA ÚNICA. 1000 Envelopes de Figurinhas + 30 Álbuns Brochura","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/revenda-1000-envelopes-30-albuns-brochura.jpg","kg","","","active","Kits","009","0021","04 - Kits","https://paninoficial.com/produto/kit-revenda-2787","assets/products/revenda-1000-envelopes-30-albuns-brochura.jpg"
"fifa-world-cup-2026-1000-envelopes-de-figurinhas","FIFA World Cup 2026™ - 1000 Envelopes de Figurinhas","<p>EXCLUSIVO REVENDA<br>1000 Envelopes de Figurinhas (7000 cromos)</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Figurinha","categoria-figurinhas, colecao-figurinhas, ordem-categoria-02, ordem-produto-005, ordem-global-0022, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","3","deny","manual","2190.00","","TRUE","TRUE","","assets/products/fifa-world-cup-2026-1000-envelopes-de-figurinhas.jpg","1","FIFA World Cup 2026™ - 1000 Envelopes de Figurinhas","FALSE","FIFA World Cup 2026™ - 1000 Envelopes de Figurinhas","EXCLUSIVO REVENDA 1000 Envelopes de Figurinhas (7000 cromos)","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/fifa-world-cup-2026-1000-envelopes-de-figurinhas.jpg","kg","","","active","Figurinhas","005","0022","02 - Figurinhas","https://paninoficial.com/produto/revenda-1000-envelopes","assets/products/fifa-world-cup-2026-1000-envelopes-de-figurinhas.jpg"
"revenda-30-albuns-brochura-500-envelopes-de-figurinhas","REVENDA 30 Álbuns Brochura + 500 Envelopes de Figurinhas","<p>Pedido:<br>• 30 Álbuns (Capa Brochura) → R$ 15,90 cada = R$ 477,00<br>• 500 Pacotes de Figurinhas → R$ 2,85 cada = R$ 1.425,00</p> <p>Total: R$ 1.902,00</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-010, ordem-global-0023, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","2","deny","manual","1902.00","","TRUE","TRUE","","assets/products/revenda-30-albuns-brochura-500-envelopes-de-figurinhas.jpg","1","REVENDA 30 Álbuns Brochura + 500 Envelopes de Figurinhas","FALSE","REVENDA 30 Álbuns Brochura + 500 Envelopes de Figurinhas","Pedido: • 30 Álbuns (Capa Brochura) → R$ 15,90 cada = R$ 477,00 • 500 Pacotes de Figurinhas → R$ 2,85 cada = R$ 1.425,00 Total: R$ 1.902,00","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/revenda-30-albuns-brochura-500-envelopes-de-figurinhas.jpg","kg","","","active","Kits","010","0023","04 - Kits","https://paninoficial.com/produto/30albuns-500envelopes-revenda","assets/products/revenda-30-albuns-brochura-500-envelopes-de-figurinhas.jpg"
"revenda-50-albuns-brochura-10-albuns-capa-dura-ouro-500-envelopes-de-figurinhas","REVENDA 50 Álbuns Brochura + 10 Álbuns Capa Dura Ouro + 500 Envelopes de Figurinhas","<p>INCLUSO 2 KITS PROPAGANDA COM CARTAZES, SINALIZADORES ETC.</p> <p>Pedido:</p> <p>* 500 Pacotes de Figurinhas → R$ 2,85 cada = R$ 1.425,00<br>* 10 Álbuns (Capa Dura Ouro) → R$ 59,90 cada = R$ 599,00<br>* 50 Álbuns (Capa Brochura) → R$ 15,90 cada = R$ 795,00</p> <p>Total: R$ 2.819,00</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-011, ordem-global-0024, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","2","deny","manual","2819.00","","TRUE","TRUE","","assets/products/revenda-50-albuns-brochura-10-albuns-capa-dura-ouro-500-envelopes-de-figurinhas.jpg","1","REVENDA 50 Álbuns Brochura + 10 Álbuns Capa Dura Ouro + 500 Envelopes de Figurinhas","FALSE","REVENDA 50 Álbuns Brochura + 10 Álbuns Capa Dura Ouro + 500 Envelopes de Figurinhas","INCLUSO 2 KITS PROPAGANDA COM CARTAZES, SINALIZADORES ETC. Pedido: * 500 Pacotes de Figurinhas → R$ 2,85 cada = R$ 1.425,00 * 10 Álbuns (Capa Dura Ouro) → R$ 59,90 cada = R$ 599,00 * 50 Álbuns (Capa Brochura) → R$ 15,90 cada = R$ 795,00 Total: R$ 2.819,00","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/revenda-50-albuns-brochura-10-albuns-capa-dura-ouro-500-envelopes-de-figurinhas.jpg","kg","","","active","Kits","011","0024","04 - Kits","https://paninoficial.com/produto/100albuns-500envelopes-2819","assets/products/revenda-50-albuns-brochura-10-albuns-capa-dura-ouro-500-envelopes-de-figurinhas.jpg"
"revenda-100-albuns-brochura-1000-envelopes-de-figurinhas","REVENDA 100 Álbuns Brochura + 1000 Envelopes de Figurinhas","<p>Pedido:<br>• 100 Álbuns (Capa Brochura) → R$ 15,90 cada = R$ 1.590,00<br>• 1000 Pacotes de Figurinhas → R$ 2,19 cada = R$ 2.190,00</p> <p>Total: R$ 3.780,00</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-012, ordem-global-0025, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","2","deny","manual","3780.00","","TRUE","TRUE","","assets/products/revenda-100-albuns-brochura-1000-envelopes-de-figurinhas.jpg","1","REVENDA 100 Álbuns Brochura + 1000 Envelopes de Figurinhas","FALSE","REVENDA 100 Álbuns Brochura + 1000 Envelopes de Figurinhas","Pedido: • 100 Álbuns (Capa Brochura) → R$ 15,90 cada = R$ 1.590,00 • 1000 Pacotes de Figurinhas → R$ 2,19 cada = R$ 2.190,00 Total: R$ 3.780,00","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/revenda-100-albuns-brochura-1000-envelopes-de-figurinhas.jpg","kg","","","active","Kits","012","0025","04 - Kits","https://paninoficial.com/produto/100albuns-1000envelopes-3780","assets/products/revenda-100-albuns-brochura-1000-envelopes-de-figurinhas.jpg"
"box-com-500-envelopes-de-figurinhas-fifa-world-cup-2026","Box com 500 Envelopes de Figurinhas FIFA World Cup 2026™","<p>Box premium com 500 envelopes de figurinhas da Copa do Mundo FIFA 2026™. Total de 3500 figurinhas. Para o revendedor dedicado.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Figurinha","categoria-figurinhas, colecao-figurinhas, ordem-categoria-02, ordem-produto-006, ordem-global-0026, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","3","deny","manual","1425.00","","TRUE","TRUE","","assets/products/box-com-500-envelopes-de-figurinhas-fifa-world-cup-2026.jpg","1","Box com 500 Envelopes de Figurinhas FIFA World Cup 2026™","FALSE","Box com 500 Envelopes de Figurinhas FIFA World Cup 2026™","Box premium com 500 envelopes de figurinhas da Copa do Mundo FIFA 2026™. Total de 3500 figurinhas. Para o revendedor dedicado.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/box-com-500-envelopes-de-figurinhas-fifa-world-cup-2026.jpg","kg","","","active","Figurinhas","006","0026","02 - Figurinhas","https://paninoficial.com/produto/500-box-revenda","assets/products/box-com-500-envelopes-de-figurinhas-fifa-world-cup-2026.jpg"
"box-com-1100-envelopes-de-figurinhas-fifa-world-cup-2026","Box com 1100 Envelopes de Figurinhas FIFA World Cup 2026™","<p>Box premium com 1100 pacotes de figurinhas da Copa do Mundo FIFA 2026™. Total de 7700 figurinhas. Para o revendedor dedicado.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Figurinha","categoria-figurinhas, colecao-figurinhas, ordem-categoria-02, ordem-produto-007, ordem-global-0027, panini, fifa-world-cup-2026, pix-5-off","TRUE","Title","Default Title","","","","","","","shopify","2","deny","manual","2409.00","","TRUE","TRUE","","assets/products/box-com-1100-envelopes-de-figurinhas-fifa-world-cup-2026.jpg","1","Box com 1100 Envelopes de Figurinhas FIFA World Cup 2026™","FALSE","Box com 1100 Envelopes de Figurinhas FIFA World Cup 2026™","Box premium com 1100 pacotes de figurinhas da Copa do Mundo FIFA 2026™. Total de 7700 figurinhas. Para o revendedor dedicado.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/products/box-com-1100-envelopes-de-figurinhas-fifa-world-cup-2026.jpg","kg","","","active","Figurinhas","007","0027","02 - Figurinhas","https://paninoficial.com/produto/box-1100-pacotes-figurinhas-fifa-world-cup-2026","assets/products/box-com-1100-envelopes-de-figurinhas-fifa-world-cup-2026.jpg"
"kit-iniciante-copa-do-mundo-2026-album-30-envelopes","Kit Iniciante Copa do Mundo 2026 - 1 Álbum + 30 Envelopes","<p>Kit inicial da coleção Copa do Mundo 2026 com 1 álbum oficial e 30 envelopes de figurinhas.</p> <p>Inclui 210 figurinhas oficiais. Ideal para começar a coleção com mais chances de completar o álbum.</p>","Panin","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","Kit","categoria-kits, colecao-kits, ordem-categoria-04, ordem-produto-013, ordem-global-0028, panini, fifa-world-cup-2026, pix-5-off, kit-escolha-seu-kit","TRUE","Title","Default Title","","","","","","","shopify","100","deny","manual","87.00","147.00","TRUE","TRUE","","assets/fifa-kit-thumb.png","1","Kit Iniciante Copa do Mundo 2026 - 1 Álbum + 30 Envelopes","FALSE","Kit Iniciante Copa do Mundo 2026 - 1 Álbum + 30 Envelopes","Kit inicial com 1 álbum oficial, 30 envelopes e 210 figurinhas da Copa do Mundo 2026. Frete grátis e compra única por CPF.","Arts & Entertainment > Hobbies & Creative Arts > Collectibles","","","","new","TRUE","assets/fifa-kit-thumb.png","kg","","","active","Kits","013","0028","04 - Kits","https://colecaocopa2026.com/#escolha-seu-kit","assets/fifa-kit-thumb.png"
